label,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12
Speaker0035,-303.92728,86.93554,-3.3378937,13.494082,-3.0816035,0.122781105,-3.69443,-20.025412,-5.4936857,-7.0718884,-4.344142,2.7684214,-10.341689
Speaker0035,-321.80206,82.7565,-3.7977273,12.752748,-0.39786425,2.0898879,-4.1748123,-19.835833,-4.0075207,-5.9340277,-4.47444,1.9160954,-9.608816
Speaker0035,-314.5384,85.64892,-5.1469646,15.227355,-2.3560784,2.7202868,-4.8220034,-20.437197,-3.3161016,-5.3914623,-4.561805,2.2784896,-9.325441
Speaker0035,-309.43738,86.53696,-7.10659,10.467461,-3.4710689,1.5959109,-5.2778115,-21.673937,-4.3108263,-7.797472,-4.571216,3.7119231,-9.722193
Speaker0035,-304.7525,88.63581,-8.575417,15.243547,-0.28188846,0.9192171,-4.1946807,-18.824629,-4.640479,-8.0531435,-1.9946234,0.72480005,-8.836276
Speaker0035,-308.53683,85.355934,-4.727582,13.574668,-3.3899362,-0.40616727,-4.4310904,-19.130058,-2.995577,-6.886891,-5.3425026,1.5719253,-7.8279877
Speaker0035,-295.81955,82.010216,-3.8053873,12.9704075,-2.0249145,0.08031707,-5.2184763,-20.051214,-4.232699,-5.6293664,-3.156867,1.1248326,-8.641281
Speaker0035,-302.2944,85.36118,-4.8424997,13.370672,-0.08362048,1.6681277,-5.9463267,-21.397993,-3.4842806,-6.9983697,-3.727309,2.02573,-9.006687
Speaker0035,-309.98495,83.77475,-5.6880736,10.327115,-1.1135085,0.5027787,-3.6453967,-22.937933,-1.9902563,-6.8825955,-4.0067897,2.080282,-8.337527
Speaker0035,-312.87466,93.263985,-8.645565,10.856732,-3.335732,0.066590466,-4.013658,-21.66211,-1.7876729,-7.7661705,-3.4455142,0.73557806,-8.813133
Speaker0035,-346.3638,86.19557,0.49349067,12.359282,0.29083353,2.1746993,-2.3262694,-15.785998,-4.3264937,-4.7796226,-0.42272392,1.4058477,-7.361313
Speaker0036,-374.0402,80.42445,10.825794,40.28142,9.538798,20.604609,-11.100022,-15.672899,-13.063576,-1.7579343,-23.60317,0.042585492,-7.205812
Speaker0036,-362.76242,81.079765,9.073664,42.556614,6.3210406,19.224583,-12.027312,-19.384718,-16.608658,0.79953456,-23.375418,-0.8300468,-11.8628025
Speaker0036,-362.45523,84.33529,8.453006,37.58211,6.710398,20.598146,-11.2577095,-19.02247,-14.665057,-0.47884166,-24.099436,-1.0930742,-10.606248
Speaker0036,-359.26028,72.50657,10.309334,42.715733,6.8624744,17.935738,-10.414028,-17.32237,-14.888815,-1.1822643,-19.853155,-0.52201843,-12.212918
Speaker0036,-364.70874,81.21879,10.301993,39.42222,5.137061,23.56633,-8.526198,-20.51783,-15.367749,0.5901106,-24.655525,3.603477,-13.148479
Speaker0036,-348.81265,76.1655,8.467254,38.539608,3.824538,22.646872,-9.79324,-20.263111,-11.932955,-0.78944194,-27.887564,3.631874,-10.732971
Speaker0036,-362.3023,83.06272,12.090625,38.234604,3.7499237,24.428637,-9.666701,-18.17715,-14.58216,-3.3962448,-27.521421,4.047475,-12.75541
Speaker0036,-359.83246,72.56631,9.007334,43.06895,4.499799,22.991148,-9.154353,-20.706083,-13.757578,0.45695373,-27.736622,2.7914581,-12.430165
Speaker0036,-360.3294,73.09669,14.108966,37.67802,5.2888274,22.853493,-7.8082604,-17.017927,-15.345376,-2.5811179,-17.829721,1.04716,-15.016763
Speaker0036,-360.18304,76.021614,11.679476,39.396923,4.46708,23.194294,-6.367665,-21.968761,-12.205749,-2.7079287,-30.584406,2.1007874,-11.663028
Speaker0036,-349.4325,78.40385,11.050544,35.348763,2.9454043,22.51947,-8.163537,-18.97317,-13.097087,-3.1170142,-27.490957,3.6645796,-12.1879015
Speaker0036,-352.66013,77.710365,7.1781015,41.21467,1.8713468,21.121643,-4.621039,-15.158052,-21.020851,-1.3515322,-19.145931,-2.4117758,-16.733583
Speaker0036,-354.67862,82.647865,7.9241357,35.88062,5.0019455,20.17582,-4.3549066,-14.476309,-18.772451,-3.3867886,-16.117962,-3.9572885,-15.121047
Speaker0036,-356.39694,76.6916,7.1052527,39.15739,1.2769139,21.499384,-5.785774,-15.230292,-19.791843,-0.6974426,-16.889387,-2.7794392,-16.370909
Speaker0036,-349.42496,77.34902,8.336118,43.195633,4.735017,22.579092,-4.571309,-13.372132,-17.92935,-2.330453,-21.066374,-2.340201,-16.638294
Speaker0036,-345.31888,83.28654,5.101436,41.03782,0.94496536,21.541208,-3.6284475,-17.883865,-16.692867,-2.001577,-25.181139,0.8073177,-13.900833
Speaker0036,-344.35248,79.9108,10.324679,38.688965,-0.68067807,22.313326,-5.10115,-15.448507,-16.796337,-2.348095,-20.359013,0.98291725,-14.742578
Speaker0036,-341.20947,84.41571,7.0178056,38.08858,0.34542188,19.75565,-4.813683,-16.582699,-19.941946,-2.8941846,-16.921144,-1.8996487,-15.584452
Speaker0036,-356.54263,78.13554,10.9352255,34.777077,1.8221931,22.67959,-6.5176244,-13.816362,-15.002642,-4.6823735,-18.8591,1.4613628,-15.758844
Speaker0036,-350.35843,83.599884,6.5566354,37.782482,1.2756649,20.840322,-5.124557,-16.052443,-16.825466,-4.231866,-18.430862,0.8681905,-14.992284
Speaker0036,-361.3779,91.34827,8.434378,37.285114,4.3596296,20.191555,-6.905511,-17.342852,-15.956147,-2.6349115,-21.403088,-0.070959166,-13.6237
Speaker0036,-361.9457,83.59824,8.154855,40.03835,4.25662,22.203579,-7.625372,-13.705803,-15.068735,-4.546353,-21.823645,0.95788693,-14.886845
Speaker0036,-358.09802,87.845856,4.510715,42.823944,3.2613883,17.662994,-5.237624,-15.126951,-14.444741,-5.487424,-23.771616,0.37847668,-12.739331
Speaker0036,-355.8188,82.489136,8.76903,35.688637,-0.7605891,20.791187,-3.297796,-15.7579565,-14.0645895,-5.2321405,-22.952217,2.843237,-12.302138
Speaker0036,-370.07367,85.38154,9.414407,32.300816,5.0954137,16.36268,-7.6551204,-14.14299,-16.556854,-3.3644993,-14.482346,-1.6349696,-12.863035
Speaker0036,-357.89725,82.56639,6.617817,35.844322,8.068299,18.543503,-7.9998484,-14.580667,-15.75665,-3.8312073,-23.119118,-0.5748938,-12.236002
Speaker0036,-354.09177,86.174866,10.298256,36.319244,5.9308853,17.003511,-9.244092,-11.0924,-19.019958,-3.0976877,-19.159136,-2.8483813,-15.053107
Speaker0036,-354.23248,81.65174,9.601378,37.512447,5.588067,18.06921,-7.852147,-12.892546,-20.682827,-2.0269656,-16.211786,-3.212435,-15.808541
Speaker0036,-361.61557,77.57459,6.99875,36.314075,7.776483,17.623861,-6.0293303,-10.036391,-17.487171,-4.7330337,-19.704971,-2.0355148,-16.043867
Speaker0036,-354.59235,81.719635,9.082688,32.362263,5.571108,20.069794,-5.971292,-12.335266,-15.661373,-4.241689,-24.64421,0.7188867,-13.223957
Speaker0036,-351.7042,81.29893,12.315313,31.748737,4.120084,19.288551,-4.949872,-12.308939,-14.68912,-6.400586,-22.758726,0.58566797,-12.900876
Speaker0036,-352.00946,80.503654,11.874314,32.03754,4.3006244,17.637764,-7.9542503,-14.26556,-16.37718,-2.482705,-22.37609,-1.2180766,-13.554724
Speaker0036,-501.72604,56.62078,20.948557,27.093409,13.051805,16.619272,5.8315706,-1.0657352,-1.3522062,3.139502,-7.4117346,0.76273143,-5.549384
Speaker0037,-393.46436,89.62106,2.127686,14.369788,-10.031366,-0.9899994,-6.0479774,-0.28642976,-3.2397568,-3.4607637,-2.0912035,5.854713,-0.28581533
Speaker0037,-392.4534,87.34276,-0.21280609,21.020262,-11.714675,0.29616478,-8.805882,0.80828774,-2.2136078,-3.256299,-2.9624538,5.723325,0.12679821
Speaker0037,-389.30533,90.15827,-3.1847973,25.768866,-6.8476973,-1.6308258,-10.798859,0.44383386,-1.6371037,-0.36565122,-4.2424927,4.774135,0.5286223
Speaker0037,-376.00528,88.22179,-3.73855,27.261473,-6.589762,-0.6237226,-15.058909,-0.23660712,-0.22559017,-0.6156541,-4.7995996,4.0366583,1.37905
Speaker0037,-392.27216,86.87211,-0.9130595,22.49526,-6.032681,1.5035719,-10.988737,-4.1921754,0.47767025,1.682253,-4.0524616,2.5709383,1.2940426
Speaker0037,-388.2824,86.52542,2.9093702,20.977783,-6.6929765,-1.4404641,-12.168005,-2.9883287,1.159861,1.8344551,-2.2813869,1.3285517,1.4326423
Speaker0037,-383.8597,99.07763,-2.3704674,18.013075,-2.628792,-2.4109137,-10.901341,-4.2915125,0.27737716,2.040183,-2.8598487,2.4089692,0.3796036
Speaker0037,-403.2374,101.28654,-3.7182298,20.830675,-3.967405,-2.2358506,-11.8243,-0.31619912,2.3719811,1.6633804,-3.4195127,1.9011862,1.4750087
Speaker0037,-385.3647,92.5036,1.0104176,21.997828,-3.8007283,-2.0569885,-11.016438,-3.2191973,0.9634964,1.6455485,-2.9081962,1.9268073,0.880628
Speaker0037,-405.93085,92.99284,0.15859781,27.107033,-4.8703904,3.1752844,-9.786767,-2.3115606,4.650892,1.4947405,-4.318426,6.3271804,1.7459702
Speaker0037,-398.19556,97.141884,2.186582,28.671398,1.6516997,1.4196332,-6.754611,1.001102,3.030849,3.4374475,-3.3723545,5.0391636,3.6744678
Speaker0037,-434.6359,95.72241,0.4608404,19.867445,-2.6424341,-0.49056062,-8.563171,-1.1115676,-0.7341952,1.2461013,-3.9689105,3.087406,4.347355
Speaker0037,-426.31296,91.896904,0.53956777,24.025522,-2.1352253,3.4616017,-13.324213,-3.477115,1.792445,6.019446,-3.3948002,4.4675746,1.3046472
Speaker0037,-447.94885,96.05419,4.45992,23.191294,-2.7395911,0.44393954,-11.280789,-0.9065457,1.1808916,3.1108468,-3.2641668,3.8712425,2.3464794
Speaker0037,-460.4868,96.68936,2.2103293,19.489347,-0.87825364,3.3694096,-8.532179,0.34185714,5.5293975,5.400086,-3.1576743,4.474334,3.814073
Speaker0037,-410.06616,90.71524,-2.1929264,17.446756,-6.9035225,2.9502842,-9.106815,-6.0277762,3.9266918,7.745012,-4.2820654,4.35494,1.8301412
Speaker0037,-427.52017,88.281784,-0.63793683,24.373093,-3.8198473,3.0780544,-10.768176,-2.6368983,4.6581078,5.559783,-3.806375,4.8764906,1.6665925
Speaker0037,-445.05444,91.61204,2.4082499,25.973307,-2.5616062,3.8398178,-10.697027,-0.35294622,4.8908424,5.1930203,-3.6916537,4.7778296,2.3655813
Speaker0037,-441.05136,93.38047,1.0731715,22.86047,-4.9303284,4.0228934,-9.265354,-2.3761353,3.4696755,6.4762573,-2.4819565,4.433184,0.76818615
Speaker0037,-417.7768,99.86536,-2.9980211,24.10246,-0.11461207,-0.021495331,-14.136448,-1.0568718,3.2011085,5.533981,-4.146347,3.6437206,-0.037947387
Speaker0037,-420.25656,91.65772,0.8927447,18.765392,-5.276734,-0.26596075,-9.439328,-1.9543585,1.1815587,4.06063,-3.1602104,3.1405141,0.5120806
Speaker0037,-397.66113,99.33547,-2.6595447,17.31548,-7.4624753,-0.06384509,-5.5831313,-0.982039,-4.932035,1.903671,-5.765773,4.057222,0.4147852
Speaker0037,-376.4575,101.99123,-5.523566,13.337512,-4.599856,2.84103,-4.718729,-0.5370166,-2.8824604,0.329545,-4.357123,4.615032,-1.5412292
Speaker0037,-357.48532,97.96657,-10.791936,15.571184,-9.144418,2.185152,-3.7371478,-1.568284,-4.341734,1.8544811,-4.3793344,2.820094,1.4136575
Speaker0037,-368.12357,98.850235,-9.0879,11.928989,-5.399284,0.63799137,-2.6514976,-0.4055617,-3.2408123,1.2300221,-3.3169272,2.5454037,1.5023316
Speaker0037,-351.04953,96.21612,-7.9393897,9.922458,-8.7415285,0.75920576,-3.44598,-0.20727639,-2.7793152,2.5054126,-2.3222206,2.1628358,1.0050398
Speaker0037,-396.97028,100.700356,-5.6386847,10.471089,-5.792213,3.502913,-1.3110203,1.9553475,-2.3758912,1.8352941,-2.2360444,3.0809333,1.8826431
Speaker0037,-351.12326,100.98157,-4.1438675,10.587119,-6.3637686,3.1879756,-5.0969763,-2.6420274,-3.3785458,0.57572865,-3.3515575,3.7472415,-0.9546959
Speaker0037,-382.74466,107.375595,-8.028853,12.084621,-7.3859615,2.5704782,-1.8726588,0.80271226,-4.289524,1.1528933,-2.2861605,2.7006905,0.9645012
Speaker0037,-363.22873,112.533875,-6.1502633,9.606396,-4.715063,0.19659223,-2.3286464,0.101544954,-4.584213,0.42119822,-2.538045,2.4616594,1.3498195
Speaker0037,-370.54208,104.66564,-7.942519,8.64143,-7.317125,2.4040973,-2.966998,2.105186,-3.771547,0.91284716,-2.1322753,3.3473048,0.7930023
Speaker0037,-379.70895,109.21337,-8.657785,9.37147,-6.2296386,1.7723557,-2.7715468,1.3020645,-3.8572686,-0.21763861,-2.4004097,3.3989325,-0.019208603
Speaker0037,-375.72714,112.02691,-4.66323,7.916423,-9.858711,2.4546742,1.6817774,0.8687879,-4.813604,0.55430883,-0.8362179,3.0240908,1.9205886
Speaker0037,-376.95172,100.931435,-8.14728,8.163631,-8.870899,2.3201,0.28320482,3.8982048,-4.341567,-0.7929527,-1.0575352,4.8035808,1.0881058
Speaker0037,-389.44476,110.761795,-6.9605746,5.78154,-8.077332,3.2615345,0.4783394,3.3100467,-6.5506287,0.0245911,0.09192987,2.9858718,2.1407912
Speaker0037,-420.06305,105.95942,-5.101394,-0.6856869,-11.749977,6.9503446,5.353125,2.0292902,-5.2886033,4.844512,-0.3528051,4.209563,5.6724215
Speaker0037,-421.6935,116.68001,-7.3167796,-2.4921176,-8.420965,5.6063023,4.1756268,1.1548396,-5.7572308,3.743579,0.6283052,4.344866,6.0452504
Speaker0037,-422.10214,111.077614,-3.8006785,-1.7998681,-9.204092,6.2882805,4.3283305,1.3634862,-6.2221107,4.6165295,0.99411947,4.201817,5.8494387
Speaker0037,-415.13193,108.98718,-5.697141,2.4944665,-7.7753477,5.2239137,2.405219,2.1034095,-5.3502703,3.2081797,-1.2819326,3.7367547,5.1902113
Speaker0037,-379.46713,111.74438,-6.599056,4.745822,-8.159342,-0.10592048,1.960489,1.204135,-5.345024,1.7808938,-2.1427572,1.6764756,4.4826846
Speaker0037,-368.90454,105.82193,-8.866115,8.511693,-10.054853,0.14485246,1.5573615,1.3992707,-5.6312804,2.543323,-4.2352123,2.590087,5.046405
Speaker0037,-358.06747,98.838264,-3.9132845,8.611407,-9.58754,0.41447848,-0.36903304,0.79838604,-4.85294,0.039456904,-3.2754028,1.2721158,3.7028942
Speaker0037,-365.99054,104.067375,-7.851198,10.363705,-12.172803,3.2446556,0.14134927,0.96557605,-4.755182,1.2919105,-4.987867,2.9216022,3.311223
Speaker0037,-378.8874,107.11428,-9.6146,5.409986,-8.927215,2.9878397,0.12050087,1.9093645,-3.9666057,0.7046469,-1.7371411,4.733432,2.4433794
Speaker0037,-367.78265,109.29028,-12.175631,7.206117,-9.992202,0.16162579,-1.048578,2.8637917,-6.184378,0.31346676,-2.9014964,3.9909027,2.4328823
Speaker0037,-379.73196,97.9593,-1.7717329,6.6416874,-7.258355,3.5873697,-1.1635206,3.7151816,-4.7879667,-3.630184,-1.9338884,6.4368024,0.692599
Speaker0037,-387.78894,109.14061,-8.380705,6.766393,-8.301904,7.149279,-5.3493047,2.6513274,-3.6126866,-1.7959924,-3.9990964,9.348402,-1.4965394
Speaker0037,-410.44244,115.93951,-8.478405,3.519277,-3.436143,6.088313,-2.3670833,2.690383,-3.760896,-1.5446638,-1.0315169,8.314438,-0.13270393
Speaker0037,-394.01465,111.346146,-5.4384756,2.2473626,-5.863156,4.7156425,-2.136757,2.318146,-4.1507845,-3.3813016,-0.58308834,6.4224267,0.19300573
Speaker0037,-379.20648,110.488754,-7.713784,8.607217,-4.6673203,4.70579,-3.7839246,1.2197787,-3.397178,-2.4587238,-3.0877492,5.3059673,-1.2886437
Speaker0037,-375.92502,99.87711,-7.4476714,7.7521744,-7.3051515,5.122414,-0.8906609,0.1289818,-2.8071253,-0.5226772,-2.7880218,4.525035,-0.6154677
Speaker0037,-376.55228,103.34468,-10.932022,8.878683,-6.1035028,5.9719234,-2.6107483,-1.119241,-2.1466258,-2.5759268,-3.2910998,4.1363397,-1.0937585
Speaker0037,-375.27042,116.317116,-10.846731,6.878551,-8.913065,4.8951397,-3.244321,-0.30609524,-1.4907038,-0.4992141,-3.4364793,4.4275985,-0.01612171
Speaker0037,-403.60852,97.829254,-4.6225758,8.592514,-4.458923,6.5490766,-3.1069357,2.850523,-3.039696,-1.9071363,-2.483339,4.354579,2.034621
Speaker0037,-655.87616,72.98301,14.900327,-25.573008,14.17956,14.371808,23.655924,5.146396,12.714234,3.1209338,7.6579986,9.912001,7.8724766
Speaker0038,-358.86673,82.81111,7.3621364,30.037476,10.998322,1.0321641,-7.9858665,-6.5031967,-2.2408197,2.5089433,-12.133637,-10.8594885,0.65058875
Speaker0038,-357.8458,98.19464,3.972487,32.67944,12.732012,-0.95778966,-10.063238,-9.21411,-2.6614013,3.1392057,-13.49092,-9.461584,1.6386167
Speaker0038,-346.04718,95.68883,6.843407,29.079868,10.47855,-0.22534595,-8.755191,-8.810892,-2.5063708,1.3883435,-14.389819,-11.027519,0.86622626
Speaker0038,-344.98395,94.79971,8.404345,33.059887,10.797265,-0.5464942,-8.084037,-7.6127706,-2.7148008,0.18961869,-14.597395,-9.733464,1.1908803
Speaker0038,-346.72565,90.19428,8.724022,31.805775,9.6962595,-1.5355304,-8.759395,-8.1516905,-3.5161474,0.17726766,-12.786992,-8.759722,-0.28502402
Speaker0038,-344.85342,94.15898,5.903467,28.25347,8.672222,0.2972969,-7.6480975,-9.758506,-3.9271283,1.7730888,-10.789097,-9.566802,-0.6963529
Speaker0038,-325.96692,93.491554,6.4360933,28.128035,9.934192,1.0769141,-8.767042,-10.819775,-3.0298674,1.9387441,-11.373536,-10.167483,-1.083148
Speaker0038,-355.0736,85.63062,9.989653,30.465523,9.710672,1.3732094,-5.1787057,-7.850325,-4.3920536,1.8883575,-9.692157,-9.103881,-0.18467946
Speaker0038,-379.5293,82.98236,11.553447,31.979847,9.254055,0.22568576,-5.0145583,-7.3698015,-2.129685,0.6886663,-12.604714,-9.60331,1.5460411
Speaker0038,-353.6113,102.54266,6.3510094,30.0817,6.7986794,-5.3369946,-5.7932463,-6.6210017,-2.2410874,-2.555417,-17.691156,-8.910511,1.4856278
Speaker0038,-325.12756,102.3669,1.7219995,27.739573,8.207874,-5.7342954,-6.147923,-7.685945,-1.4506003,-2.9119997,-19.125957,-5.9432034,1.3891469
Speaker0038,-329.94174,96.906876,5.601347,31.093761,8.039699,-1.2730187,-7.441963,-6.486329,-0.22622348,-0.89802665,-18.458979,-7.651324,-0.023810795
Speaker0038,-339.09207,96.22783,8.320417,33.23957,8.884013,-2.3972101,-9.203936,-7.328656,0.97353894,-2.2916553,-19.562592,-7.134168,-0.15171252
Speaker0038,-326.19122,93.95661,3.0786552,32.833572,8.674684,-2.4156675,-6.230095,-7.2811985,2.031557,-1.2485466,-17.190708,-10.204414,-0.6049762
Speaker0038,-358.48807,95.6734,10.36566,28.376371,7.0805793,-1.1446224,-3.5477955,-7.092009,-0.34665722,-0.46263468,-13.838673,-8.630374,0.22556032
Speaker0038,-348.8646,94.97628,7.6674824,32.644863,9.484327,-1.7405088,-12.691636,-14.86273,-4.908166,4.691426,-13.150414,-8.941047,1.3663671
Speaker0038,-356.10468,98.25807,7.2452326,31.314655,11.155707,-3.6705256,-12.185948,-11.415828,-5.7253036,2.5536766,-14.921888,-7.3103747,1.8375041
Speaker0038,-344.1939,94.10322,5.701769,31.327286,11.604769,-3.1441267,-11.730587,-14.5026245,-7.8369665,3.252259,-13.349831,-9.15732,0.051002085
Speaker0038,-351.28436,87.82543,8.620841,29.204908,9.231922,-2.4555752,-12.200867,-13.414099,-7.724465,2.2738745,-13.595288,-9.973967,1.3437525
Speaker0038,-351.9003,94.19738,7.0228586,30.246996,9.56396,-1.4192194,-13.756047,-13.128022,-6.235021,3.5645804,-12.146821,-9.553897,0.55043334
Speaker0038,-355.61078,89.04251,8.456211,30.844034,10.0120325,1.0314261,-11.887491,-13.985368,-7.079923,3.4692056,-10.53562,-9.877982,-1.3123747
Speaker0038,-360.36853,89.292625,9.653755,32.152424,11.317501,-0.4669515,-12.189731,-12.825946,-4.904112,3.5132823,-12.778008,-9.178213,-0.7364864
Speaker0038,-367.28345,77.9313,10.471746,32.265034,10.678635,0.71988183,-10.018435,-11.580045,-6.2548833,2.6001709,-9.89443,-8.69203,-0.70425975
Speaker0038,-382.2872,90.95654,11.236622,31.222973,10.495811,0.38879162,-10.934188,-12.121692,-5.283741,4.0259376,-10.180323,-9.001085,0.74352527
Speaker0038,-338.9759,96.77917,3.7752705,24.499332,12.10397,-0.26955533,-13.569075,-13.198075,-7.2223706,2.5227668,-12.802643,-11.191864,-0.38246816
Speaker0038,-337.7265,98.79756,4.0459538,28.665426,10.72679,-0.86424667,-13.389125,-14.186536,-8.280681,3.191392,-13.004059,-13.09685,1.2008978
Speaker0038,-346.46765,93.255035,8.154491,33.090298,11.4758415,-1.4862041,-14.229156,-12.725342,-7.6616597,0.55713266,-15.138676,-9.763681,2.3746932
Speaker0038,-336.5971,100.746475,2.8229654,28.248795,11.426663,-0.9569808,-11.067091,-12.746484,-8.314024,1.036399,-11.848226,-11.319518,-1.3784798
Speaker0038,-357.20068,88.38263,5.11597,26.963957,9.257203,0.40054598,-8.380883,-8.861438,-4.5754814,1.6754123,-12.793079,-9.546175,0.013181115
Speaker0038,-347.43622,102.565765,2.1456406,27.742405,9.723327,-4.2848697,-12.229954,-9.252388,-5.5820975,0.8467728,-14.11303,-8.857125,-0.9549255
Speaker0038,-345.5646,91.34021,5.1598716,29.461222,9.983313,-1.3416939,-8.672368,-8.666288,-6.024309,-0.85957193,-12.672201,-10.406185,-2.2460175
Speaker0038,-356.52893,91.57304,3.5425842,27.718372,8.690088,-0.19983524,-9.543271,-8.423105,-5.648165,1.0715457,-13.422557,-9.370324,-0.31726155
Speaker0038,-379.09354,83.93721,6.3648415,23.968895,11.516048,1.7991575,-4.812408,-5.2622576,-4.0008373,-1.2568568,-11.348928,-7.9689417,-0.39235783
Speaker0038,-615.7043,80.848656,34.754833,16.644825,21.703638,8.083988,14.022107,3.4651308,7.841553,1.8456964,5.4261827,3.4668403,2.4428308
Speaker0039,-371.681,75.19013,-3.4013155,27.524296,-6.8413343,-9.42856,-18.140835,-5.3454747,-11.469651,-13.802666,-11.962292,-11.820551,-8.377549
Speaker0039,-376.86328,69.78889,-3.0312376,22.627605,-10.747093,-7.5829506,-15.622387,-5.879532,-10.227606,-10.539945,-12.7397995,-10.659497,-8.392536
Speaker0039,-372.79602,69.10983,2.3493252,24.184078,-9.391549,-6.8094974,-15.248549,-6.947963,-9.726444,-12.204815,-12.378699,-12.452429,-8.428297
Speaker0039,-374.8184,74.990036,4.6041985,22.296835,-9.36577,-10.688694,-11.73393,-4.9692154,-9.119575,-11.699516,-12.686799,-12.025206,-10.104701
Speaker0039,-397.7147,77.66833,4.2738595,25.417475,-8.585994,-9.646177,-14.62215,-5.720883,-10.421193,-12.083033,-12.383869,-11.075052,-9.705626
Speaker0039,-380.53113,76.575134,5.508821,24.247517,-9.66547,-7.426897,-16.488884,-5.2884393,-10.399864,-11.791774,-13.046428,-13.763647,-9.759124
Speaker0039,-395.6404,67.003395,1.6474183,19.89223,-7.6577477,-5.6347995,-14.600588,-3.6883357,-8.714242,-11.779026,-10.014642,-13.042769,-9.132202
Speaker0039,-393.1739,73.576256,2.145058,18.221329,-8.110843,-8.7873745,-18.292099,-1.952741,-8.752897,-10.809174,-11.302538,-13.336439,-9.872701
Speaker0039,-398.8689,83.57907,2.7542539,26.067713,-5.5232706,-13.4971,-18.703863,-3.083096,-9.78903,-13.707175,-11.570908,-14.362743,-13.100554
Speaker0039,-372.94687,76.621315,-1.4297659,20.435188,-2.6870203,-10.293396,-13.540777,-5.9616766,-8.643285,-9.936949,-10.778121,-12.466838,-10.878311
Speaker0039,-374.21503,73.70746,2.386676,20.331978,-9.643701,-9.541897,-17.045227,-5.0303416,-10.52083,-11.177902,-12.569147,-12.497637,-8.937133
Speaker0039,-373.65005,75.845856,5.4018097,19.975779,-6.6613016,-8.665119,-16.08326,-6.313772,-12.358858,-12.745502,-11.802999,-13.41762,-9.577944
Speaker0039,-376.95618,79.42646,-4.9818625,26.182081,-5.6895113,-10.791351,-22.26134,-4.934728,-14.037581,-14.65593,-12.574104,-13.218559,-9.318008
Speaker0039,-362.35516,74.44522,-1.0617568,23.6601,-5.6648426,-12.531503,-14.984212,-5.847637,-11.715978,-11.128163,-14.057545,-12.129231,-8.890657
Speaker0039,-380.3578,80.35752,7.5058565,20.596066,-6.8648014,-10.241198,-15.061476,-5.6456637,-11.617507,-11.950544,-12.504971,-12.963101,-8.98542
Speaker0039,-391.21475,80.49472,6.0217257,23.771095,-6.317372,-9.723789,-14.330132,-6.967147,-11.845518,-10.3838415,-12.032946,-12.745125,-9.2578335
Speaker0039,-384.7439,75.266525,6.4787498,24.546467,-7.229111,-9.12273,-17.179605,-5.5991645,-14.128741,-12.492943,-12.1242485,-13.509868,-7.726212
Speaker0039,-381.56647,81.68723,-0.36292896,27.943829,-8.657401,-9.837035,-16.74256,-6.9431458,-13.41634,-9.639578,-14.630706,-13.004875,-5.715902
Speaker0039,-362.62747,80.60439,-1.3036088,28.708984,-4.578475,-11.7610655,-14.530546,-7.1270013,-11.301368,-12.62131,-13.830221,-10.388593,-8.937296
Speaker0039,-374.39816,88.420746,2.2121358,24.159666,-4.170588,-9.832891,-15.887148,-7.7462616,-13.828914,-11.850883,-14.237911,-11.976723,-9.123216
Speaker0039,-378.40778,79.95793,4.8844714,23.623205,-3.8700843,-10.282578,-12.891584,-6.757545,-11.684819,-10.669117,-14.188785,-12.2613,-7.6268706
Speaker0039,-402.31018,81.79998,3.6521409,23.655453,-8.93353,-9.324249,-11.88562,-7.5234766,-12.995781,-8.707218,-15.858936,-11.27501,-6.1463037
Speaker0039,-394.2593,74.141014,4.156934,19.624668,-5.0792265,-8.389798,-13.673765,-5.430128,-12.0213,-9.29184,-13.363614,-11.8668375,-6.3157306
Speaker0039,-375.61993,76.986336,4.495709,21.661812,-6.6522675,-11.482265,-13.925344,-6.8302903,-13.179279,-12.244336,-12.3224535,-11.5966,-7.0167456
Speaker0039,-374.0119,73.13503,5.9249325,20.591768,-5.51496,-8.933821,-14.273202,-5.07694,-10.214514,-13.355337,-11.099322,-11.020341,-9.360554
Speaker0039,-371.84525,78.83492,4.2391644,25.195732,-4.356034,-9.88599,-15.483246,-5.372285,-12.56388,-13.677117,-12.959433,-12.730089,-8.762954
Speaker0039,-414.48297,76.66025,5.016571,24.275908,-5.9123287,-9.297655,-14.135203,-7.1880946,-10.473551,-10.627812,-11.009929,-11.605797,-7.171201
Speaker0039,-366.78845,73.64291,3.2065961,22.348,-5.729129,-11.173204,-14.594756,-6.101429,-12.465619,-12.637669,-10.507418,-11.926634,-7.941722
Speaker0039,-360.65198,77.97581,2.7005599,25.231728,-6.155997,-12.454156,-17.93057,-7.4352922,-12.170929,-12.188202,-12.108897,-11.872394,-7.852739
Speaker0039,-380.40753,68.63524,1.4905432,23.892893,-5.99471,-13.124649,-17.351439,-4.5240965,-12.997981,-10.91942,-11.701109,-9.489623,-8.684519
Speaker0039,-383.5514,79.629326,-3.6739094,26.888243,-2.6936069,-12.568696,-15.674975,-6.732202,-13.447533,-10.234711,-11.630183,-11.297696,-8.30694
Speaker0039,-389.46954,70.20602,0.5920961,18.627054,-3.9825492,-10.263502,-14.8689165,-6.551755,-11.3766575,-9.124884,-10.745695,-11.268872,-7.6969786
