label,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12
Speaker0026,-372.9347,67.63374,5.561595,22.012838,8.879312,6.7987638,-20.702211,-9.727356,-13.584293,-3.969781,-14.644218,1.5223385,-3.9071023
Speaker0026,-364.2588,73.02307,10.240298,25.010454,8.55871,5.5192065,-20.213028,-11.735614,-16.410904,-4.182787,-15.998208,1.6704232,-3.6185346
Speaker0026,-372.58966,72.89024,6.458525,27.2973,10.114966,7.23789,-21.428864,-10.691324,-16.560007,-3.2173946,-16.26269,1.8258307,-4.7757053
Speaker0026,-370.02698,71.97965,9.390777,24.789295,5.45994,5.595486,-16.718609,-10.819405,-17.077059,-4.4526167,-15.486381,-0.7755322,-4.38967
Speaker0026,-377.88055,67.64185,7.8596606,21.474775,4.7839136,8.364794,-17.474375,-9.031927,-15.901082,-2.8886373,-15.62438,1.3104842,-4.512931
Speaker0026,-599.4729,12.744237,2.0083766,6.2321887,1.8816302,1.0473284,-4.7335987,-2.732424,-3.870986,-1.0525987,-3.624304,-0.22941677,-1.016143
Speaker0027,-342.8348,94.393196,-9.487834,23.924719,7.341376,4.188445,-19.593674,3.1546488,-4.81886,-8.699614,1.2146422,1.3437608,-9.09478
Speaker0027,-342.83734,86.53027,-7.480016,31.065845,9.674305,10.639855,-21.238617,1.391671,-5.125931,-5.25506,-0.6190971,-0.26705536,-8.376766
Speaker0027,-350.8802,91.03324,-5.622456,31.441868,12.486956,8.414578,-21.98791,2.5981333,-7.006593,-5.851369,-0.9748534,0.29993352,-9.431257
Speaker0027,-352.37244,88.71257,-4.6045876,30.392315,8.580795,9.18767,-18.032331,1.3954868,-7.3191996,-4.164373,0.50066006,2.10431,-9.351477
Speaker0027,-372.7603,82.09476,-8.085652,29.535103,12.382411,7.0379457,-19.56208,2.7731712,-5.272879,-4.0980263,-0.99131995,0.8658485,-7.655816
Speaker0027,-369.77893,105.8118,5.093559,21.887589,7.966905,7.619876,-21.496124,6.5416617,-5.6862197,-8.964091,6.477479,4.3835287,-8.309928
Speaker0027,-352.29053,96.56836,-0.4789885,23.743612,12.504787,10.683928,-25.216492,5.155525,-8.766227,-4.104213,5.400044,2.6490617,-8.474586
Speaker0027,-348.92935,94.350876,2.8273032,22.910501,13.000592,8.442174,-23.251135,5.3583236,-8.334459,-7.5752797,6.114544,2.4689975,-8.609222
Speaker0027,-341.24826,94.12141,5.972128,25.9511,18.345942,8.021035,-19.275997,5.185865,-8.216006,-5.1724,6.496987,2.4267774,-6.7016363
Speaker0027,-356.77625,91.2875,8.717442,26.149984,11.236177,9.674288,-17.57632,5.2896028,-14.12562,-5.640921,6.8419867,3.7409523,-10.267117
Speaker0027,-357.294,97.96609,6.720251,26.883091,14.548034,10.681093,-20.954796,4.3747134,-11.9619,-5.944406,7.985803,5.7897253,-11.021817
Speaker0027,-360.00455,95.52592,7.2542176,28.125181,12.983385,9.936913,-22.236216,7.659582,-11.017157,-7.051646,5.632295,5.3717694,-8.730409
Speaker0027,-352.44446,99.739655,4.831386,28.727291,17.210472,9.507069,-26.481888,7.222177,-12.199417,-6.6081085,8.127661,3.9255478,-8.381451
Speaker0027,-347.3047,91.83536,2.6697013,25.38785,13.083205,8.4903345,-18.084902,0.83223367,-10.9629545,-5.2367535,6.893895,4.885925,-10.242575
Speaker0027,-349.5849,93.73163,3.4404392,30.979013,16.171736,10.227399,-23.656042,2.6073458,-11.094985,-6.414321,7.2522025,6.2406363,-12.277398
Speaker0027,-366.48666,93.94598,8.848918,27.084082,15.924295,11.240792,-20.777693,4.343332,-9.808739,-7.396989,6.971393,5.037013,-11.650122
Speaker0027,-353.01932,94.95245,3.622005,28.089964,16.453863,9.840876,-22.195793,2.0050027,-10.070972,-7.6095085,6.018559,5.5454483,-11.203624
Speaker0027,-367.24377,99.797386,9.417669,29.68005,15.072357,9.37751,-21.626783,5.5390277,-12.221362,-8.374335,6.088376,5.8811917,-11.429671
Speaker0027,-364.14227,103.93723,9.081394,22.01801,13.4655075,8.723002,-22.397243,4.678487,-9.55535,-9.359431,6.595173,5.095526,-9.39195
Speaker0027,-369.30957,92.14384,13.545027,27.474794,12.139173,9.957344,-15.876933,4.172944,-13.282277,-6.5435996,4.7447324,6.4759746,-9.477174
Speaker0027,-361.6426,101.75307,7.272798,27.484495,16.385677,10.009804,-19.432377,6.704512,-12.437411,-7.8053637,7.4420795,5.6103716,-11.50251
Speaker0027,-354.023,94.20127,7.6836166,26.659946,16.083317,9.094544,-20.65171,4.3272405,-10.934868,-7.227882,6.3805676,3.9906242,-9.695387
Speaker0027,-362.35852,91.35393,7.3092647,26.90158,13.665474,9.043262,-18.799683,3.1655152,-11.737082,-6.165596,5.7302876,4.5217,-10.77662
Speaker0027,-357.56302,87.96523,5.5249243,32.141827,14.453361,8.521025,-18.182892,3.9846833,-11.83857,-4.1729965,6.6024404,3.8956902,-10.773469
Speaker0027,-323.76898,90.47964,-2.1429539,24.582365,7.8005004,12.427568,-16.014065,2.742526,-3.2036984,-5.1258955,-1.4898771,5.650057,-6.6851788
Speaker0027,-294.8773,98.88038,-7.0727916,29.161156,11.41695,14.306141,-21.254215,3.046308,-3.5340335,-6.2854276,-2.010406,4.421275,-9.790856
Speaker0027,-306.00345,100.65895,-8.002962,30.89847,10.640248,15.657052,-19.853245,5.9374433,-5.909926,-6.5522575,-2.1323702,6.85165,-8.762588
Speaker0027,-297.9158,98.53896,-7.7899723,29.911316,13.796325,13.988305,-21.1503,4.74366,-5.7712016,-7.2238846,-1.6362576,5.868405,-9.837787
Speaker0027,-295.21887,107.47158,-6.3799353,25.01398,11.141299,15.251174,-22.020432,6.940539,-5.6870294,-9.42236,-0.058524664,7.210262,-8.290017
Speaker0027,-296.2983,104.943535,-4.972315,23.657833,8.494706,12.137784,-16.788588,5.928342,-5.7907176,-10.168741,1.6139808,5.6366453,-6.951295
Speaker0027,-304.2078,103.14806,-5.1191225,24.991737,11.6055,14.214709,-20.265863,6.162711,-5.3097234,-8.545144,0.58388025,6.482211,-8.142032
Speaker0027,-305.57504,104.295296,-5.1866627,25.082094,11.342683,15.082101,-18.811798,7.023188,-6.0993805,-8.922174,1.1696502,6.2328715,-8.762536
Speaker0027,-301.84076,102.78857,-7.7488027,24.950445,10.997971,16.306103,-20.336805,6.020569,-5.9862323,-9.211634,1.4854553,6.5147567,-8.353261
Speaker0027,-300.47458,103.35562,0.058632992,21.619432,7.102894,11.977481,-15.715063,3.244723,-5.19282,-10.173596,0.42238048,5.21652,-7.3711066
Speaker0027,-312.2749,107.80541,-6.8755426,25.99922,11.585852,17.759867,-20.748573,3.9355483,-5.7216206,-8.409588,0.07601359,5.8782854,-8.644467
Speaker0027,-308.44174,100.31575,-3.5800452,26.988848,10.981409,17.591526,-19.491922,3.4848864,-4.6488204,-7.677415,0.5419956,5.158051,-7.8296604
Speaker0027,-304.7987,100.56634,-4.528643,24.642054,10.480888,15.238617,-19.42153,4.1391883,-4.589797,-7.989623,-0.4903134,6.1334505,-6.868618
Speaker0027,-315.7209,103.96546,-1.8358331,26.42337,9.025284,15.999576,-19.888615,8.560756,-5.801505,-8.097134,-1.4073436,6.871878,-7.952324
Speaker0027,-311.68616,106.676315,2.1326222,22.869917,9.942935,13.691258,-15.820659,5.7286863,-6.5201397,-9.33456,0.96519095,5.45427,-6.648272
Speaker0027,-309.36307,102.0802,-5.0976267,26.61514,11.081145,14.6586075,-18.72513,5.2268863,-6.3865457,-7.7482862,0.62647724,6.195628,-8.087463
Speaker0027,-303.0863,105.75815,-3.0332108,24.662222,8.113475,16.377361,-17.998549,5.3805065,-7.091985,-8.043807,0.6486808,6.513226,-7.759949
Speaker0027,-305.78815,99.8605,-3.567798,25.173618,9.812512,15.2787895,-16.94652,6.830254,-7.181466,-5.80393,-0.12658215,4.879105,-6.3965993
Speaker0027,-321.73907,100.07356,-2.375975,25.97239,9.554694,15.573272,-16.279402,7.6319375,-8.298796,-6.7757463,1.110527,5.58805,-6.3426304
Speaker0027,-308.90363,106.27524,-0.6884485,22.852207,10.195137,14.083477,-17.69198,7.3456826,-6.9067554,-9.950074,1.9918821,5.0843186,-5.4524074
Speaker0027,-307.84793,105.50703,-4.093409,23.535734,9.691008,16.925539,-19.74313,6.097053,-6.035766,-8.511484,0.79924047,5.438966,-6.1594996
Speaker0027,-324.2558,93.58972,-2.2392457,20.770288,12.115028,13.489305,-15.740791,3.5383575,-2.1563952,-7.511078,0.9036394,5.011319,-4.574781
Speaker0027,-807.71594,19.182947,51.263634,-7.081587,32.98558,3.2059917,34.56471,6.3479614,18.552435,6.585905,6.0997505,9.822514,2.0276685
Speaker0028,-386.94757,50.325706,-17.20148,12.326183,-11.617302,-13.916118,-13.322127,-26.519506,-13.830796,-6.313115,-7.0909467,-7.846926,-8.240548
Speaker0028,-383.72745,53.479733,-17.455189,12.34981,-13.449358,-13.6204605,-15.471697,-27.40397,-13.590539,-5.5142827,-10.748367,-8.216089,-8.968835
Speaker0028,-390.20148,47.545235,-17.843332,15.270319,-14.231117,-13.15275,-14.372839,-25.376587,-12.254571,-6.1739917,-7.889102,-6.2114954,-8.534384
Speaker0028,-384.28555,48.67321,-15.826073,12.001848,-13.1381,-13.697841,-14.52411,-24.731934,-14.287763,-6.220768,-8.163665,-7.0641756,-8.197169
Speaker0028,-391.10477,53.975872,-17.133566,10.397714,-14.235406,-11.838438,-14.229554,-26.735415,-13.3181095,-6.8472724,-9.147868,-8.370125,-8.560836
Speaker0028,-379.2459,47.540337,-17.046478,13.690377,-12.671446,-14.79884,-15.701494,-26.541332,-14.849399,-7.0780306,-8.332745,-7.1040597,-8.622399
Speaker0028,-383.3879,56.99896,-18.594648,9.5130625,-14.355251,-13.56833,-15.091053,-27.558224,-13.131235,-4.319858,-7.9721184,-8.09852,-7.1080065
Speaker0028,-392.4735,52.724808,-15.920818,14.32011,-13.079128,-14.104714,-16.643188,-26.290438,-12.52019,-6.430038,-8.625423,-7.657522,-5.7158885
Speaker0028,-373.32947,50.829903,-19.424135,12.014074,-14.6444025,-13.583707,-17.363688,-26.597637,-12.8864155,-6.3040166,-9.619768,-8.851793,-5.853444
Speaker0028,-392.67975,53.818966,-18.320057,14.639064,-12.411657,-12.777636,-15.337409,-24.911072,-12.916609,-4.475493,-9.247728,-7.0219417,-6.114115
Speaker0028,-386.95938,50.49145,-16.200022,13.603134,-14.466121,-12.545407,-16.607906,-26.32963,-13.608344,-6.0971537,-8.627996,-7.485347,-6.4011245
Speaker0028,-379.68448,49.20457,-19.566605,14.412177,-13.872329,-11.943645,-16.6594,-27.3985,-13.693805,-4.619108,-9.350709,-8.0540905,-7.1498384
Speaker0028,-388.12668,49.912987,-18.006824,11.00674,-13.420068,-10.655649,-15.263159,-26.343369,-11.784816,-5.485943,-8.46057,-6.7510886,-6.2560987
Speaker0028,-397.98343,55.410446,-18.181633,13.630289,-13.947428,-12.107205,-14.775687,-27.242952,-13.464461,-6.1446447,-8.463641,-5.801488,-7.3044586
Speaker0028,-373.27252,56.215546,-21.513868,12.620891,-15.386193,-13.431936,-16.359356,-28.483904,-13.800346,-5.540029,-8.846964,-8.125181,-7.7840843
Speaker0028,-387.14133,53.243732,-19.998228,10.288999,-14.307906,-12.419665,-16.664993,-27.699081,-12.954378,-6.6572366,-7.5116205,-7.1244516,-7.9724507
Speaker0028,-386.77194,53.74944,-17.943401,12.546859,-14.414425,-13.584012,-15.196426,-26.007656,-11.187145,-4.5202703,-7.5518312,-6.5704093,-6.992014
Speaker0028,-384.17786,44.590023,-16.386301,12.521858,-13.612349,-12.602623,-15.326649,-24.636015,-12.38625,-5.9304852,-6.176127,-7.395564,-6.571657
Speaker0028,-389.9255,57.663128,-16.959768,13.499882,-13.986294,-13.335581,-15.136673,-28.245594,-12.714813,-5.7442617,-7.9434876,-7.6646404,-7.780438
Speaker0028,-381.6522,53.306637,-18.972162,14.746241,-15.3404255,-15.720465,-15.227155,-27.390781,-12.342039,-5.912653,-8.509473,-6.602391,-7.5310745
Speaker0028,-391.4035,55.19423,-19.228703,13.761931,-14.290264,-13.986828,-14.991287,-27.015884,-12.080127,-4.261045,-8.505301,-6.4685054,-6.7244153
Speaker0028,-385.64108,54.43773,-19.606524,13.218414,-14.122464,-14.482941,-16.577366,-27.472311,-11.963332,-5.9109864,-8.599973,-6.666513,-7.514869
Speaker0028,-387.69357,51.4095,-15.227116,15.305073,-11.017275,-14.32244,-17.414207,-25.694035,-12.303525,-3.787645,-8.368571,-6.056476,-7.594947
Speaker0028,-389.21323,52.022938,-17.515776,13.368185,-13.333412,-13.457468,-15.125253,-25.493711,-12.757551,-3.4309428,-7.8763676,-5.7955794,-6.219253
Speaker0028,-388.2492,52.87255,-18.452343,11.830108,-15.168791,-14.155524,-14.75486,-25.361086,-12.523853,-6.7014494,-8.183641,-7.4137034,-5.991519
Speaker0028,-394.80103,54.566998,-12.791123,15.193129,-7.2898197,-15.636721,-16.559263,-20.454502,-9.904346,-5.4108233,-7.3513556,-5.4657702,-5.5486917
Speaker0028,-385.62808,60.577267,-20.604807,10.276347,-12.634366,-14.167157,-12.8373575,-23.7522,-13.317366,-4.387215,-7.778419,-4.467137,-6.6551228
Speaker0028,-382.38254,53.346294,-19.089836,15.795327,-11.4993105,-13.006085,-14.71549,-26.708517,-13.15427,-3.3020072,-8.376977,-5.505512,-6.807067
Speaker0028,-383.089,55.388214,-19.007006,12.520067,-14.312454,-12.31822,-11.938456,-25.729984,-14.685409,-2.7006886,-7.0841727,-5.406342,-6.86962
Speaker0028,-393.9938,52.63169,-12.308143,9.030134,-11.514575,-12.386437,-14.851004,-24.551962,-11.837104,-4.9077015,-9.452629,-7.7831874,-6.1088495
Speaker0028,-364.45203,48.101963,-17.276003,13.998271,-12.323892,-16.86511,-21.56734,-27.681181,-10.7742815,-5.654829,-12.958287,-6.295304,-3.8105075
Speaker0028,-371.8194,48.490467,-15.681664,16.76813,-12.031056,-17.600931,-21.232386,-28.318157,-13.328374,-6.6975775,-12.407757,-6.234405,-4.993063
Speaker0028,-374.43762,51.125908,-16.284006,12.72659,-14.975317,-16.07527,-19.207617,-28.047918,-13.497347,-6.538972,-12.264451,-7.571292,-4.4381485
Speaker0028,-387.4074,51.43204,-12.754354,13.989688,-13.847116,-14.572389,-20.322676,-27.512306,-12.902962,-5.5337915,-11.177636,-6.4522147,-3.0652559
Speaker0028,-380.27322,43.44465,-10.174635,12.560194,-15.883712,-14.154769,-21.063559,-26.318716,-13.284963,-6.9161863,-10.233649,-6.6850476,-3.675086
Speaker0028,-365.98453,50.821457,-16.34529,14.202623,-15.306957,-17.02726,-20.008219,-28.638496,-12.386372,-5.802963,-12.453049,-5.982525,-4.2427588
Speaker0028,-380.1797,53.686455,-14.960237,13.326926,-16.272867,-16.588964,-19.235477,-28.954992,-12.647488,-6.474798,-12.24446,-5.9095845,-5.2579427
Speaker0028,-374.86133,47.23636,-11.121078,12.445813,-13.771883,-14.9960165,-21.770355,-26.975714,-12.722473,-5.626425,-11.925754,-7.286291,-3.211681
Speaker0028,-385.73575,57.684387,-14.138957,10.494463,-13.595624,-15.615832,-20.181042,-27.006027,-13.228081,-4.6000576,-11.79658,-6.036768,-5.301973
Speaker0028,-377.6791,52.057217,-14.389205,17.000702,-13.777409,-18.213495,-19.677124,-26.873169,-13.783755,-5.8637767,-13.548093,-7.2697496,-4.6979547
Speaker0028,-380.7779,52.233837,-14.497981,10.822493,-13.419433,-15.217119,-20.30945,-27.722239,-12.960816,-4.483899,-11.952491,-6.466267,-3.9432862
Speaker0028,-379.10464,52.09575,-10.832629,11.59509,-14.102873,-16.608688,-20.84181,-26.506643,-12.839809,-5.6288805,-12.239238,-6.709138,-4.4420357
Speaker0028,-388.14478,58.36984,-13.206858,11.772026,-14.754131,-15.790942,-18.863377,-27.397186,-14.287453,-4.789472,-12.736306,-7.157536,-5.9820805
Speaker0028,-382.35498,57.92752,-16.593063,10.355907,-16.308954,-14.719753,-20.598284,-27.733461,-12.387587,-4.34398,-13.044502,-6.3759284,-5.5814624
Speaker0028,-370.1615,49.938465,-15.635777,11.268632,-16.694696,-14.378639,-20.193089,-27.650799,-11.940575,-4.819798,-11.326742,-6.453704,-4.318094
Speaker0028,-374.82104,52.835712,-18.283163,14.140416,-14.860412,-14.986603,-18.374903,-25.635384,-11.374125,-3.9949613,-11.267841,-5.8980837,-5.77398
Speaker0028,-371.9424,53.445576,-16.294624,10.307366,-15.388917,-13.144265,-18.12086,-26.080975,-12.260578,-3.486962,-11.467882,-6.3280606,-6.1970963
Speaker0028,-381.27475,51.557617,-14.470571,8.397766,-14.291888,-12.95654,-19.775915,-26.807987,-12.734147,-4.148996,-10.935626,-5.875007,-5.0072794
Speaker0028,-364.99747,50.487545,-18.057106,11.203097,-16.02377,-14.304077,-18.107347,-28.159254,-13.968869,-3.7576244,-11.61855,-5.031522,-5.185837
Speaker0028,-376.50183,45.814137,-15.126507,12.9178915,-14.995297,-13.671286,-18.592466,-26.400122,-14.728235,-5.069476,-10.376153,-5.355847,-3.5379114
Speaker0028,-377.98248,50.789303,-12.820912,10.208917,-14.503061,-11.405058,-16.607964,-27.412119,-13.056525,-3.486453,-9.746577,-4.6578274,-4.049792
Speaker0028,-387.03802,53.648018,-13.490636,10.444028,-14.731154,-13.402859,-16.531883,-26.002136,-13.94101,-4.2093797,-9.513541,-4.6631236,-5.943277
Speaker0028,-376.13202,54.14841,-17.850073,9.791929,-12.711261,-13.481997,-19.79162,-25.979738,-12.222779,-2.988151,-12.882672,-8.678234,-8.667861
Speaker0028,-382.0907,52.213467,-16.926435,14.316089,-9.468558,-16.453266,-18.553621,-25.023184,-11.500286,-4.5332413,-12.713398,-7.718878,-6.5951405
Speaker0028,-394.5295,51.74484,-12.595258,12.638626,-13.01428,-13.5214205,-16.941437,-25.016794,-10.946031,-5.53585,-11.591105,-7.190327,-5.9413743
Speaker0028,-368.72388,53.217426,-16.932035,11.358086,-14.901457,-12.713396,-17.071905,-26.844784,-11.959473,-2.5722406,-13.397688,-9.66611,-6.252973
Speaker0028,-378.99933,46.896046,-14.44751,10.667655,-14.638637,-13.851885,-17.127295,-25.071709,-11.409944,-3.5693908,-12.720599,-7.7471533,-4.8202825
Speaker0028,-376.0458,56.862537,-18.661383,14.8503685,-13.702232,-16.182434,-18.937649,-26.963682,-11.663561,-5.03937,-14.186727,-6.9968567,-7.1266956
Speaker0028,-436.0178,51.515987,-11.21001,9.19128,-11.148123,-12.4641285,-16.555683,-23.32505,-9.397528,-4.9384513,-10.3906765,-5.1619134,-5.7924795
Speaker0029,-374.7874,100.84158,-5.5722594,43.962456,9.981834,1.2820559,-9.00368,-5.8525076,5.625081,6.8128505,-1.9290715,5.2474985,-1.9651308
Speaker0029,-367.0751,96.62888,-5.3639774,50.846592,9.217089,-2.0250797,-12.922357,-3.8520038,5.102439,4.255749,-3.3011038,5.49594,-1.5924413
Speaker0029,-366.96262,102.85107,-5.1245785,41.905766,7.00826,-3.7143338,-7.8751283,-5.5135274,6.126486,5.867626,-2.2990522,4.1007814,0.3021937
Speaker0029,-366.30942,104.786964,-5.8946652,43.546432,5.4281793,-0.6089745,-8.08891,-5.5234823,2.4796908,5.6936555,-1.9653324,3.4920583,0.44589224
Speaker0029,-368.33304,101.559746,-5.5887723,41.68207,9.154782,-0.5996007,-6.7712617,-5.260446,5.0222006,6.7814064,-1.5798895,4.4647713,-0.9450798
Speaker0029,-358.91965,104.89986,1.2317685,41.240746,11.348028,-2.4288788,-9.865468,-9.371448,2.9221628,5.2819657,-3.0215387,6.0922313,-2.7801664
Speaker0029,-365.3195,99.82289,-4.395044,46.292404,4.9159236,-2.82843,-8.9915285,-4.5137835,5.024945,7.8386493,-1.3186958,5.4240465,-3.3634028
Speaker0029,-366.41638,102.49326,-7.608098,43.423927,8.817361,-1.4723537,-5.767687,-3.8442082,5.612844,8.852129,-1.3585222,5.806969,-4.6602116
Speaker0029,-372.38113,97.48428,-1.7146993,45.427296,11.169115,0.70679826,-8.367774,-5.900646,3.5639114,7.2615857,-1.8216858,6.956247,-3.1582277
Speaker0029,-367.13785,97.52757,-0.13275541,36.57483,10.949852,-1.9702382,-9.164966,-6.251886,0.49641022,6.496328,-1.6169196,3.4235625,-1.7545322
Speaker0029,-366.64792,98.34074,-1.6335794,40.94274,9.90861,0.9350492,-8.302452,-4.903168,2.6764975,7.556655,-1.0787699,4.5836496,-2.3106568
Speaker0029,-373.66452,99.31433,-6.5784082,39.70199,4.886733,2.7775984,-8.1354685,-5.1164756,4.3244605,10.586419,-1.1191322,6.444477,-3.5306814
Speaker0029,-365.24158,100.198395,-6.610664,42.622032,7.8689594,-2.437557,-6.725236,-6.5313687,2.0422442,7.039847,0.87521404,5.99616,-2.9573488
Speaker0029,-372.2092,95.15441,-5.1081643,43.639675,8.485337,0.22736481,-9.902702,-3.8080747,1.2872958,7.569118,-0.9935034,6.834287,-2.0166829
